id,device_id,data,type,date
104,QS2002,10.37,wind_speed,2021-05-09 07:47:11
105,QS2002,2,elevation,2021-05-09 07:47:12
106,QS2002,1, person_exit,2021-05-09 07:47:14
107,QS2002,2,elevation,2021-05-09 07:47:15
108,QS2002,2,door_open,2021-05-09 07:47:15
109,QS2002,3.88,wind_speed,2021-05-09 07:47:16
110,QS2002,1,elevation,2021-05-09 07:47:18
111,QS2002,-9,button_call,2021-05-09 07:47:20
112,QS2002,3,elevation,2021-05-09 07:47:21
113,QS2002,3.10,wind_speed,2021-05-09 07:47:21
114,QS2002,6, person_exit,2021-05-09 07:47:23
115,QS2002,4,elevation,2021-05-09 07:47:24
116,QS2002,4,door_open,2021-05-09 07:47:24
117,QS2002,10.74,wind_speed,2021-05-09 07:47:26
118,QS2002,4,elevation,2021-05-09 07:47:27
119,QS2002,4,door_open,2021-05-09 07:47:27
120,QS2002,5,elevation,2021-05-09 07:47:30
121,QS2002,-7,button_call,2021-05-09 07:47:31
122,QS2002,6.83,wind_speed,2021-05-09 07:47:31
123,QS2002,3,elevation,2021-05-09 07:47:33
124,QS2002,3,door_open,2021-05-09 07:47:33
125,QS2002,1,elevation,2021-05-09 07:47:36
126,QS2002,10.25,wind_speed,2021-05-09 07:47:36
127,QS2002,0,elevation,2021-05-09 07:47:39
128,QS2002,7, person_entry,2021-05-09 07:47:41
129,QS2002,3.18,wind_speed,2021-05-09 07:47:41
130,QS2002,0,elevation,2021-05-09 07:47:42
131,QS2002,0,elevation,2021-05-09 07:47:45
132,QS2002,8.20,wind_speed,2021-05-09 07:47:46
133,QS2002,0,elevation,2021-05-09 07:47:48
134,QS2002,2,elevation,2021-05-09 07:47:51
135,QS2002,2,door_open,2021-05-09 07:47:51
136,QS2002,8.59,wind_speed,2021-05-09 07:47:51
137,QS2002,4,elevation,2021-05-09 07:47:54
138,QS2002,8.84,wind_speed,2021-05-09 07:47:56
139,QS2002,2,elevation,2021-05-09 07:47:57
140,QS2002,4,elevation,2021-05-09 07:48:00
141,QS2002,6.63,wind_speed,2021-05-09 07:48:01
142,QS2002,4,elevation,2021-05-09 07:48:03
143,QS2002,8, person_entry,2021-05-09 07:48:05
144,QS2002,4,elevation,2021-05-09 07:48:06
145,QS2002,8.76,wind_speed,2021-05-09 07:48:06
146,QS2002,2,elevation,2021-05-09 07:48:09
147,QS2002,9.67,wind_speed,2021-05-09 07:48:11
148,QS2002,4,elevation,2021-05-09 07:48:12
149,QS2002,1,elevation,2021-05-09 07:48:15
150,QS2002,4.61,wind_speed,2021-05-09 07:48:16
151,QS2002,0,elevation,2021-05-09 07:48:18
152,QS2002,0,door_open,2021-05-09 07:48:18
153,QS2002,-6,button_call,2021-05-09 07:48:18
154,QS2002,0,elevation,2021-05-09 07:48:21
155,QS2002,4.53,wind_speed,2021-05-09 07:48:21
156,QS2002,0,elevation,2021-05-09 07:48:24
157,QS2002,7.73,wind_speed,2021-05-09 07:48:26
158,QS2002,3,elevation,2021-05-09 07:48:27
159,QS2002,1,elevation,2021-05-09 07:48:30
160,QS2002,7.11,wind_speed,2021-05-09 07:48:31
161,QS2002,8, person_exit,2021-05-09 07:48:33
162,QS2002,1,elevation,2021-05-09 07:48:33
163,QS2002,0,elevation,2021-05-09 07:48:36
164,QS2002,6.06,wind_speed,2021-05-09 07:48:36
165,QS2002,7,button_call,2021-05-09 07:48:38
166,QS2002,2,elevation,2021-05-09 07:48:39
167,QS2002,-14,button_call,2021-05-09 07:48:40
168,QS2002,3.43,wind_speed,2021-05-09 07:48:41
169,QS2002,0,elevation,2021-05-09 07:48:42
170,QS2002,0,door_open,2021-05-09 07:48:42
171,QS2002,2,elevation,2021-05-09 07:48:45
172,QS2002,3.66,wind_speed,2021-05-09 07:48:46
173,QS2002,3,elevation,2021-05-09 07:48:48
174,QS2002,4,elevation,2021-05-09 07:48:51
175,QS2002,8.26,wind_speed,2021-05-09 07:48:51
176,QS2002,7, person_exit,2021-05-09 07:48:52
177,QS2002,1,elevation,2021-05-09 07:48:54
178,QS2002,1,door_open,2021-05-09 07:48:54
179,QS2002,9.54,wind_speed,2021-05-09 07:48:56
180,QS2002,2,elevation,2021-05-09 07:48:57
181,QS2002,9, person_entry,2021-05-09 07:49:00
182,QS2002,4,elevation,2021-05-09 07:49:00
183,QS2002,4.71,wind_speed,2021-05-09 07:49:01
184,QS2002,7,elevation,2021-05-09 07:49:03
185,QS2002,-9,button_call,2021-05-09 07:49:05
186,QS2002,9,elevation,2021-05-09 07:49:06
187,QS2002,6.20,wind_speed,2021-05-09 07:49:06
188,QS2002,10,elevation,2021-05-09 07:49:09
189,QS2002,7.75,wind_speed,2021-05-09 07:49:11
190,QS2002,12,elevation,2021-05-09 07:49:12
191,QS2002,13,elevation,2021-05-09 07:49:15
192,QS2002,7.65,wind_speed,2021-05-09 07:49:16
193,QS2002,10, person_entry,2021-05-09 07:49:17
194,QS2002,10,elevation,2021-05-09 07:49:18
195,QS2002,8,elevation,2021-05-09 07:49:21
196,QS2002,10.15,wind_speed,2021-05-09 07:49:21
197,QS2002,7,elevation,2021-05-09 07:49:24
198,QS2002,6.61,wind_speed,2021-05-09 07:49:26
199,QS2002,9,elevation,2021-05-09 07:49:27
200,QS2002,9,door_open,2021-05-09 07:49:27
201,QS2002,11, person_entry,2021-05-09 07:49:28
202,QS2002,12,elevation,2021-05-09 07:49:30
203,QS2002,6.89,wind_speed,2021-05-09 07:49:31
204,QS2002,14,elevation,2021-05-09 07:49:33
205,QS2002,10, person_exit,2021-05-09 07:49:35
206,QS2002,14,elevation,2021-05-09 07:49:36
207,QS2002,9.25,wind_speed,2021-05-09 07:49:36
208,QS2002,12,elevation,2021-05-09 07:49:39
209,QS2002,9.99,wind_speed,2021-05-09 07:49:41
210,QS2002,15,elevation,2021-05-09 07:49:42
211,QS2002,17,elevation,2021-05-09 07:49:45
212,QS2002,4.18,wind_speed,2021-05-09 07:49:46
213,QS2002,15,elevation,2021-05-09 07:49:48
214,QS2002,18,elevation,2021-05-09 07:49:51
215,QS2002,6.44,wind_speed,2021-05-09 07:49:51
216,QS2002,11,button_call,2021-05-09 07:49:52
217,QS2002,18,elevation,2021-05-09 07:49:54
218,QS2002,6.23,wind_speed,2021-05-09 07:49:56
219,QS2002,18,elevation,2021-05-09 07:49:57
220,QS2002,18,elevation,2021-05-09 07:50:00
221,QS2002,12, person_entry,2021-05-09 07:50:01
222,QS2002,7.10,wind_speed,2021-05-09 07:50:01
223,QS2002,17,elevation,2021-05-09 07:50:03
224,QS2002,14,elevation,2021-05-09 07:50:06
225,QS2002,10.71,wind_speed,2021-05-09 07:50:06
226,QS2002,14,elevation,2021-05-09 07:50:09
227,QS2002,8.72,wind_speed,2021-05-09 07:50:11
228,QS2002,12,elevation,2021-05-09 07:50:12
229,QS2002,13, person_entry,2021-05-09 07:50:15
230,QS2002,11,elevation,2021-05-09 07:50:15
231,QS2002,7.31,wind_speed,2021-05-09 07:50:16
232,QS2002,12,elevation,2021-05-09 07:50:18
233,QS2002,9,elevation,2021-05-09 07:50:21
234,QS2002,-8,button_call,2021-05-09 07:50:21
235,QS2002,9.27,wind_speed,2021-05-09 07:50:21
236,QS2002,7,elevation,2021-05-09 07:50:24
237,QS2002,7,door_open,2021-05-09 07:50:24
238,QS2002,10.20,wind_speed,2021-05-09 07:50:26
239,QS2002,6,elevation,2021-05-09 07:50:27
240,QS2002,6,door_open,2021-05-09 07:50:27
241,QS2002,12, person_exit,2021-05-09 07:50:29
242,QS2002,5,elevation,2021-05-09 07:50:30
243,QS2002,5.74,wind_speed,2021-05-09 07:50:31
244,QS2002,4,elevation,2021-05-09 07:50:33
245,QS2002,1,elevation,2021-05-09 07:50:36
246,QS2002,5.44,wind_speed,2021-05-09 07:50:36
247,QS2002,4,elevation,2021-05-09 07:50:39
248,QS2002,10.60,wind_speed,2021-05-09 07:50:41
249,QS2002,7,elevation,2021-05-09 07:50:42
250,QS2002,9,elevation,2021-05-09 07:50:45
251,QS2002,7.68,wind_speed,2021-05-09 07:50:46
252,QS2002,6,elevation,2021-05-09 07:50:48
253,QS2002,7,elevation,2021-05-09 07:50:51
254,QS2002,7,door_open,2021-05-09 07:50:51
255,QS2002,10.98,wind_speed,2021-05-09 07:50:51
256,QS2002,4,elevation,2021-05-09 07:50:54
257,QS2002,9.81,wind_speed,2021-05-09 07:50:56
258,QS2002,14, person_entry,2021-05-09 07:50:57
259,QS2002,4,elevation,2021-05-09 07:50:57
260,QS2002,7,elevation,2021-05-09 07:51:00
261,QS2002,4.68,wind_speed,2021-05-09 07:51:01
262,QS2002,4,elevation,2021-05-09 07:51:03
263,QS2002,5,elevation,2021-05-09 07:51:06
264,QS2002,5.47,wind_speed,2021-05-09 07:51:06
265,QS2002,7,elevation,2021-05-09 07:51:09
266,QS2002,6.24,wind_speed,2021-05-09 07:51:11
267,QS2002,9,elevation,2021-05-09 07:51:12
268,QS2002,9,door_open,2021-05-09 07:51:12
269,QS2002,12,elevation,2021-05-09 07:51:15
270,QS2002,7.06,wind_speed,2021-05-09 07:51:16
271,QS2002,14,elevation,2021-05-09 07:51:18
272,QS2002,14,door_open,2021-05-09 07:51:18
273,QS2002,17,elevation,2021-05-09 07:51:21
274,QS2002,7.22,wind_speed,2021-05-09 07:51:21
275,QS2002,15,elevation,2021-05-09 07:51:24
276,QS2002,15, person_entry,2021-05-09 07:51:25
277,QS2002,3.12,wind_speed,2021-05-09 07:51:26
278,QS2002,13,elevation,2021-05-09 07:51:27
279,QS2002,11,elevation,2021-05-09 07:51:30
280,QS2002,11,door_open,2021-05-09 07:51:30
281,QS2002,8.06,wind_speed,2021-05-09 07:51:31
282,QS2002,10,elevation,2021-05-09 07:51:33
283,QS2002,11,elevation,2021-05-09 07:51:36
284,QS2002,4.57,wind_speed,2021-05-09 07:51:36
285,QS2002,8,elevation,2021-05-09 07:51:39
286,QS2002,3.18,wind_speed,2021-05-09 07:51:41
287,QS2002,9,elevation,2021-05-09 07:51:42
288,QS2002,9,elevation,2021-05-09 07:51:45
289,QS2002,9.67,wind_speed,2021-05-09 07:51:46
290,QS2002,10,elevation,2021-05-09 07:51:48
291,QS2002,11,elevation,2021-05-09 07:51:51
292,QS2002,4.72,wind_speed,2021-05-09 07:51:51
293,QS2002,14, person_exit,2021-05-09 07:51:54
294,QS2002,10,elevation,2021-05-09 07:51:54
295,QS2002,9.71,wind_speed,2021-05-09 07:51:56
296,QS2002,7,elevation,2021-05-09 07:51:57
297,QS2002,5,elevation,2021-05-09 07:52:00
298,QS2002,-6,button_call,2021-05-09 07:52:01
299,QS2002,9.11,wind_speed,2021-05-09 07:52:01
300,QS2002,15, person_exit,2021-05-09 07:52:02
301,QS2002,8,elevation,2021-05-09 07:52:03
302,QS2002,8,elevation,2021-05-09 07:52:06
303,QS2002,4.63,wind_speed,2021-05-09 07:52:06
304,QS2002,7,elevation,2021-05-09 07:52:09
305,QS2002,4.14,wind_speed,2021-05-09 07:52:11
306,QS2002,9,elevation,2021-05-09 07:52:12
307,QS2002,16, person_entry,2021-05-09 07:52:13
308,QS2002,10,elevation,2021-05-09 07:52:15
309,QS2002,-12,button_call,2021-05-09 07:52:15
310,QS2002,7.94,wind_speed,2021-05-09 07:52:16
311,QS2002,-4,button_call,2021-05-09 07:52:17
312,QS2002,8,elevation,2021-05-09 07:52:18
313,QS2002,8,elevation,2021-05-09 07:52:21
314,QS2002,9.51,wind_speed,2021-05-09 07:52:21
315,QS2002,11,elevation,2021-05-09 07:52:24
316,QS2002,13, person_exit,2021-05-09 07:52:26
317,QS2002,9.88,wind_speed,2021-05-09 07:52:26
318,QS2002,8,elevation,2021-05-09 07:52:27
319,QS2002,8,door_open,2021-05-09 07:52:27
320,QS2002,11,elevation,2021-05-09 07:52:30
321,QS2002,-7,button_call,2021-05-09 07:52:31
322,QS2002,3.18,wind_speed,2021-05-09 07:52:31
323,QS2002,9,elevation,2021-05-09 07:52:33
324,QS2002,9,elevation,2021-05-09 07:52:36
325,QS2002,3.71,wind_speed,2021-05-09 07:52:36
326,QS2002,6,button_call,2021-05-09 07:52:38
327,QS2002,7,elevation,2021-05-09 07:52:39
328,QS2002,-6,button_call,2021-05-09 07:52:39
329,QS2002,3.44,wind_speed,2021-05-09 07:52:41
330,QS2002,9,elevation,2021-05-09 07:52:42
331,QS2002,11,elevation,2021-05-09 07:52:45
332,QS2002,8.82,wind_speed,2021-05-09 07:52:46
333,QS2002,12,elevation,2021-05-09 07:52:48
334,QS2002,17, person_entry,2021-05-09 07:52:49
335,QS2002,13,elevation,2021-05-09 07:52:51
336,QS2002,8.14,wind_speed,2021-05-09 07:52:51
337,QS2002,16,elevation,2021-05-09 07:52:54
338,QS2002,10.08,wind_speed,2021-05-09 07:52:56
339,QS2002,17,elevation,2021-05-09 07:52:57
340,QS2002,14,elevation,2021-05-09 07:53:00
341,QS2002,5.98,wind_speed,2021-05-09 07:53:01
342,QS2002,12,elevation,2021-05-09 07:53:03
343,QS2002,12,elevation,2021-05-09 07:53:06
344,QS2002,8.06,wind_speed,2021-05-09 07:53:06
345,QS2002,9,elevation,2021-05-09 07:53:09
346,QS2002,4.55,wind_speed,2021-05-09 07:53:11
347,QS2002,11,elevation,2021-05-09 07:53:12
348,QS2002,14,elevation,2021-05-09 07:53:15
349,QS2002,11, person_exit,2021-05-09 07:53:16
350,QS2002,6.41,wind_speed,2021-05-09 07:53:16
351,QS2002,14,elevation,2021-05-09 07:53:18
352,QS2002,16,elevation,2021-05-09 07:53:21
353,QS2002,5.56,wind_speed,2021-05-09 07:53:21
354,QS2002,16,elevation,2021-05-09 07:53:24
355,QS2002,4.81,wind_speed,2021-05-09 07:53:26
356,QS2002,17,elevation,2021-05-09 07:53:27
357,QS2002,15,elevation,2021-05-09 07:53:30
358,QS2002,4.78,wind_speed,2021-05-09 07:53:31
359,QS2002,14,elevation,2021-05-09 07:53:33
360,QS2002,15,elevation,2021-05-09 07:53:36
361,QS2002,5.86,wind_speed,2021-05-09 07:53:36
362,QS2002,16, person_exit,2021-05-09 07:53:37
363,QS2002,18,elevation,2021-05-09 07:53:39
364,QS2002,18, person_entry,2021-05-09 07:53:41
365,QS2002,5.28,wind_speed,2021-05-09 07:53:41
366,QS2002,18,elevation,2021-05-09 07:53:42
367,QS2002,17,elevation,2021-05-09 07:53:45
368,QS2002,5.82,wind_speed,2021-05-09 07:53:46
369,QS2002,17,elevation,2021-05-09 07:53:48
370,QS2002,15,elevation,2021-05-09 07:53:51
371,QS2002,7.31,wind_speed,2021-05-09 07:53:51
372,QS2002,14,elevation,2021-05-09 07:53:54
373,QS2002,0,button_call,2021-05-09 07:53:54
374,QS2002,10.77,wind_speed,2021-05-09 07:53:56
375,QS2002,11,elevation,2021-05-09 07:53:57
376,QS2002,1,button_call,2021-05-09 07:53:59
377,QS2002,12,elevation,2021-05-09 07:54:00
378,QS2002,12,door_open,2021-05-09 07:54:00
379,QS2002,9.63,wind_speed,2021-05-09 07:54:01
380,QS2002,9,elevation,2021-05-09 07:54:03
381,QS2002,19, person_entry,2021-05-09 07:54:04
382,QS2002,-6,button_call,2021-05-09 07:54:04
383,QS2002,6,elevation,2021-05-09 07:54:06
384,QS2002,9.96,wind_speed,2021-05-09 07:54:06
385,QS2002,9,elevation,2021-05-09 07:54:09
386,QS2002,7,button_call,2021-05-09 07:54:09
387,QS2002,20, person_entry,2021-05-09 07:54:11
388,QS2002,3.14,wind_speed,2021-05-09 07:54:11
389,QS2002,10,elevation,2021-05-09 07:54:12
390,QS2002,7,elevation,2021-05-09 07:54:15
391,QS2002,10.40,wind_speed,2021-05-09 07:54:16
392,QS2002,6,elevation,2021-05-09 07:54:18
393,QS2002,4,elevation,2021-05-09 07:54:21
394,QS2002,3.70,wind_speed,2021-05-09 07:54:21
395,QS2002,1,elevation,2021-05-09 07:54:24
396,QS2002,4.71,wind_speed,2021-05-09 07:54:26
397,QS2002,4,elevation,2021-05-09 07:54:27
398,QS2002,6,elevation,2021-05-09 07:54:30
399,QS2002,9.02,wind_speed,2021-05-09 07:54:31
400,QS2002,5,elevation,2021-05-09 07:54:33
401,QS2002,6,elevation,2021-05-09 07:54:36
402,QS2002,6,door_open,2021-05-09 07:54:36
403,QS2002,6.86,wind_speed,2021-05-09 07:54:36
404,QS2002,-2,button_call,2021-05-09 07:54:38
405,QS2002,7,elevation,2021-05-09 07:54:39
406,QS2002,7,door_open,2021-05-09 07:54:39
407,QS2002,21, person_entry,2021-05-09 07:54:41
408,QS2002,8.54,wind_speed,2021-05-09 07:54:41
409,QS2002,7,elevation,2021-05-09 07:54:42
410,QS2002,4,elevation,2021-05-09 07:54:45
411,QS2002,4,door_open,2021-05-09 07:54:45
412,QS2002,3.79,wind_speed,2021-05-09 07:54:46
413,QS2002,5,elevation,2021-05-09 07:54:48
414,QS2002,6,elevation,2021-05-09 07:54:51
415,QS2002,6,door_open,2021-05-09 07:54:51
416,QS2002,9.99,wind_speed,2021-05-09 07:54:51
417,QS2002,22, person_entry,2021-05-09 07:54:54
418,QS2002,7,elevation,2021-05-09 07:54:54
419,QS2002,3.70,wind_speed,2021-05-09 07:54:56
420,QS2002,10,elevation,2021-05-09 07:54:57
421,QS2002,9,elevation,2021-05-09 07:55:00
422,QS2002,4.29,wind_speed,2021-05-09 07:55:01
423,QS2002,7,elevation,2021-05-09 07:55:03
424,QS2002,8,elevation,2021-05-09 07:55:06
425,QS2002,5.17,wind_speed,2021-05-09 07:55:06
426,QS2002,9,elevation,2021-05-09 07:55:09
427,QS2002,9.19,wind_speed,2021-05-09 07:55:11
428,QS2002,7,elevation,2021-05-09 07:55:12
429,QS2002,19, person_exit,2021-05-09 07:55:13
430,QS2002,6,elevation,2021-05-09 07:55:15
431,QS2002,6,door_open,2021-05-09 07:55:15
432,QS2002,5.12,wind_speed,2021-05-09 07:55:16
433,QS2002,6,elevation,2021-05-09 07:55:18
434,QS2002,3,elevation,2021-05-09 07:55:21
435,QS2002,9.13,wind_speed,2021-05-09 07:55:21
436,QS2002,23, person_entry,2021-05-09 07:55:24
437,QS2002,0,elevation,2021-05-09 07:55:24
438,QS2002,7.66,wind_speed,2021-05-09 07:55:26
439,QS2002,0,elevation,2021-05-09 07:55:27
440,QS2002,10,button_call,2021-05-09 07:55:27
441,QS2002,11,button_call,2021-05-09 07:55:28
442,QS2002,2,elevation,2021-05-09 07:55:30
443,QS2002,7.30,wind_speed,2021-05-09 07:55:31
444,QS2002,3,elevation,2021-05-09 07:55:33
445,QS2002,-10,button_call,2021-05-09 07:55:33
446,QS2002,3,elevation,2021-05-09 07:55:36
447,QS2002,10.53,wind_speed,2021-05-09 07:55:36
448,QS2002,21, person_exit,2021-05-09 07:55:38
449,QS2002,10,button_call,2021-05-09 07:55:38
450,QS2002,6,elevation,2021-05-09 07:55:39
451,QS2002,16,button_call,2021-05-09 07:55:39
452,QS2002,24, person_entry,2021-05-09 07:55:40
453,QS2002,9.17,wind_speed,2021-05-09 07:55:41
454,QS2002,3,elevation,2021-05-09 07:55:42
455,QS2002,25, person_entry,2021-05-09 07:55:44
456,QS2002,4,elevation,2021-05-09 07:55:45
457,QS2002,9.21,wind_speed,2021-05-09 07:55:46
458,QS2002,5,elevation,2021-05-09 07:55:48
459,QS2002,4,elevation,2021-05-09 07:55:51
460,QS2002,4.08,wind_speed,2021-05-09 07:55:51
461,QS2002,1,elevation,2021-05-09 07:55:54
462,QS2002,7.13,wind_speed,2021-05-09 07:55:56
463,QS2002,2,elevation,2021-05-09 07:55:57
464,QS2002,4,elevation,2021-05-09 07:56:00
465,QS2002,6.48,wind_speed,2021-05-09 07:56:01
466,QS2002,1,elevation,2021-05-09 07:56:03
467,QS2002,1,door_open,2021-05-09 07:56:03
468,QS2002,0,elevation,2021-05-09 07:56:06
469,QS2002,6.23,wind_speed,2021-05-09 07:56:06
470,QS2002,0,elevation,2021-05-09 07:56:09
471,QS2002,20, person_exit,2021-05-09 07:56:11
472,QS2002,8.94,wind_speed,2021-05-09 07:56:11
473,QS2002,0,elevation,2021-05-09 07:56:12
474,QS2002,0,door_open,2021-05-09 07:56:12
475,QS2002,3,elevation,2021-05-09 07:56:15
476,QS2002,8.50,wind_speed,2021-05-09 07:56:16
477,QS2002,4,elevation,2021-05-09 07:56:18
478,QS2002,4,elevation,2021-05-09 07:56:21
479,QS2002,6.69,wind_speed,2021-05-09 07:56:21
480,QS2002,4,elevation,2021-05-09 07:56:24
481,QS2002,4.28,wind_speed,2021-05-09 07:56:26
482,QS2002,1,elevation,2021-05-09 07:56:27
483,QS2002,12,button_call,2021-05-09 07:56:27
484,QS2002,2,elevation,2021-05-09 07:56:30
485,QS2002,5.65,wind_speed,2021-05-09 07:56:31
486,QS2002,26, person_entry,2021-05-09 07:56:33
487,QS2002,2,elevation,2021-05-09 07:56:33
488,QS2002,0,elevation,2021-05-09 07:56:36
489,QS2002,10.25,wind_speed,2021-05-09 07:56:36
490,QS2002,2,elevation,2021-05-09 07:56:39
491,QS2002,2,door_open,2021-05-09 07:56:39
492,QS2002,9.91,wind_speed,2021-05-09 07:56:41
493,QS2002,4,elevation,2021-05-09 07:56:42
494,QS2002,9,button_call,2021-05-09 07:56:44
495,QS2002,6,elevation,2021-05-09 07:56:45
496,QS2002,6,door_open,2021-05-09 07:56:45
497,QS2002,3.76,wind_speed,2021-05-09 07:56:46
498,QS2002,6,elevation,2021-05-09 07:56:48
499,QS2002,27, person_entry,2021-05-09 07:56:49
500,QS2002,9,elevation,2021-05-09 07:56:51
501,QS2002,4.65,wind_speed,2021-05-09 07:56:51
502,QS2002,7,elevation,2021-05-09 07:56:54
503,QS2002,6.41,wind_speed,2021-05-09 07:56:56
504,QS2002,7,elevation,2021-05-09 07:56:57
505,QS2002,7,door_open,2021-05-09 07:56:57
506,QS2002,10,elevation,2021-05-09 07:57:00
507,QS2002,6.23,wind_speed,2021-05-09 07:57:01
508,QS2002,11,elevation,2021-05-09 07:57:03
509,QS2002,14,elevation,2021-05-09 07:57:06
510,QS2002,4.83,wind_speed,2021-05-09 07:57:06
511,QS2002,17, person_exit,2021-05-09 07:57:07
512,QS2002,11,elevation,2021-05-09 07:57:09
